      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2014-01-03 10:28:35,   1512,       4.93,          14,       0.00,      306.69,        2.84,        0.95,    1512,       0
