      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2014-01-03 10:20:49,   1518,       4.52,          14,       0.00,      335.84,        3.10,        0.96,    1518,       0
