26214,100,  0.00

26214,100,  0.01

26214,100,  0.01

26214,100,  0.02

26214,100,  0.03

26214,100,  0.04

26214,100,  0.05

26214,100,  0.05

26214,100,  0.05

26214,100,  0.04

26214,100,  0.06

26214,100,  0.05

26214,100,  0.05

26214,100,  0.06

26214,100,  0.06

26214,100,  0.06

26214,100,  0.06

26214,100,  0.06

26214,100,  0.07

26214,100,  0.07

26214,100,  0.08

26214,100,  0.08

26214,100,  0.08

26214,100,  0.08

26214,100,  0.09

26214,100,  0.09

26214,100,  0.09

26214,100,  0.09

26214,100,  0.10

26214,100,  0.11

26214,100,  0.10

26214,100,  0.10

26214,100,  0.11

26214,100,  0.11

26214,100,  0.11

26214,100,  0.11

26214,100,  0.12

26214,100,  0.12

26214,100,  0.13

26214,100,  0.13

26214,100,  0.13

26214,100,  0.15

26214,100,  0.15

26214,100,  0.15

26214,100,  0.15

26214,100,  0.15

26214,100,  0.16

26214,100,  0.16

26214,100,  0.16

26214,100,  0.16

26214,100,  0.16

26214,100,  0.17

26214,100,  0.17

26214,100,  0.17

26214,100,  0.18

26214,100,  0.17

26214,100,  0.17

26214,100,  0.18

26214,100,  0.18

26214,100,  0.19

26214,100,  0.19

26214,100,  0.19

26214,100,  0.19

26214,100,  0.19

26214,100,  0.20

26214,100,  0.20

26214,100,  0.21

26214,100,  0.21

26214,100,  0.22

26214,100,  0.22

26214,100,  0.22

26214,100,  0.22

26214,100,  0.22

26214,100,  0.22

26214,100,  0.22

26214,100,  0.23

26214,100,  0.22

26214,100,  0.23

26214,100,  0.23

26214,100,  0.23

26214,100,  0.24

26214,100,  0.24

26214,100,  0.24

26214,100,  0.24

26214,100,  0.25

26214,100,  0.25

26214,100,  0.25

26214,100,  0.26

26214,100,  0.26

26214,100,  0.26

26214,100,  0.26

26214,100,  0.27

26214,100,  0.27

26214,100,  0.27

26214,100,  0.27

26214,100,  0.27

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.32

26214,100,  0.30

26214,100,  0.30

26214,100,  0.32

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.33

26214,100,  0.31

26214,100,  0.32

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.31

26214,100,  0.30

26214,100,  0.31

26214,100,  0.31

26214,100,  0.32

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.36

26214,100,  0.35

26214,100,  0.36

26214,100,  0.30

26214,100,  0.30

26214,100,  0.31

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.32

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.31

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.28

26214,100,  0.30

26214,100,  0.28

26214,100,  0.28

26214,100,  0.32

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.33

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.27

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.30

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.27

26214,100,  0.32

26214,100,  0.28

26214,100,  0.27

26214,100,  0.28

26214,100,  0.30

26214,100,  0.27

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.27

26214,100,  0.27

26214,100,  0.27

26214,100,  0.28

26214,100,  0.27

26214,100,  0.28

26214,100,  0.28

26214,100,  0.27

26214,100,  0.28

26214,100,  0.28

26214,100,  0.27

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.31

26214,100,  0.28

26214,100,  0.27

26214,100,  0.28

26214,100,  0.27

26214,100,  0.27

26214,100,  0.29

26214,100,  0.30

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.28

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.32

26214,100,  0.35

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.31

26214,100,  0.31

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.32

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.32

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.31

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.31

26214,100,  0.32

26214,100,  0.30

26214,100,  0.29

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.38

26214,100,  0.33

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.33

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.31

26214,100,  0.29

26214,100,  0.29

26214,100,  0.31

26214,100,  0.32

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.30

26214,100,  0.27

26214,100,  0.28

26214,100,  0.32

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.27

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.35

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.30

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.27

26214,100,  0.28

26214,100,  0.28

26214,100,  0.27

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.27

26214,100,  0.27

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.27

26214,100,  0.28

26214,100,  0.27

26214,100,  0.28

26214,100,  0.28

26214,100,  0.27

26214,100,  0.28

26214,100,  0.36

26214,100,  0.35

26214,100,  0.35

26214,100,  0.35

26214,100,  0.38

26214,100,  0.37

26214,100,  0.35

26214,100,  0.34

26214,100,  0.34

26214,100,  0.35

26214,100,  0.36

26214,100,  0.34

26214,100,  0.34

26214,100,  0.35

26214,100,  0.34

26214,100,  0.35

26214,100,  0.38

26214,100,  0.35

26214,100,  0.35

26214,100,  0.34

26214,100,  0.35

26214,100,  0.35

26214,100,  0.34

26214,100,  0.35

26214,100,  0.34

26214,100,  0.35

26214,100,  0.34

26214,100,  0.34

26214,100,  0.34

26214,100,  0.36

26214,100,  0.36

26214,100,  0.35

26214,100,  0.35

26214,100,  0.35

26214,100,  0.34

26214,100,  0.36

26214,100,  0.35

26214,100,  0.35

26214,100,  0.34

26214,100,  0.34

26214,100,  0.33

26214,100,  0.34

26214,100,  0.33

26214,100,  0.43

26214,100,  0.34

26214,100,  0.34

26214,100,  0.34

26214,100,  0.37

26214,100,  0.36

26214,100,  0.34

26214,100,  0.36

26214,100,  0.34

26214,100,  0.35

26214,100,  0.35

26214,100,  0.34

26214,100,  0.34

26214,100,  0.35

26214,100,  0.34

26214,100,  0.34

26214,100,  0.35

26214,100,  0.34

26214,100,  0.34

26214,100,  0.35

26214,100,  0.35

26214,100,  0.34

26214,100,  0.35

26214,100,  0.37

26214,100,  0.35

26214,100,  0.34

26214,100,  0.34

26214,100,  0.35

26214,100,  0.35

26214,100,  0.35

26214,100,  0.35

26214,100,  0.34

26214,100,  0.37

26214,100,  0.37

26214,100,  0.36

26214,100,  0.36

26214,100,  0.35

26214,100,  0.36

26214,100,  0.36

26214,100,  0.35

26214,100,  0.38

26214,100,  0.35

26214,100,  0.36

26214,100,  0.36

26214,100,  0.35

26214,100,  0.35

26214,100,  0.35

26214,100,  0.35

26214,100,  0.36

26214,100,  0.36

26214,100,  0.35

26214,100,  0.35

26214,100,  0.35

26214,100,  0.35

26214,100,  0.34

26214,100,  0.28

26214,100,  0.28

26214,100,  0.38

26214,100,  0.35

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.27

26214,100,  0.27

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.27

26214,100,  0.27

26214,100,  0.28

26214,100,  0.30

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.30

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.31

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.30

26214,100,  0.29

26214,100,  0.31

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.34

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.33

26214,100,  0.30

26214,100,  0.29

26214,100,  0.31

26214,100,  0.30

26214,100,  0.31

26214,100,  0.31

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.31

26214,100,  0.32

26214,100,  0.30

26214,100,  0.30

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.31

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.33

26214,100,  0.30

26214,100,  0.30

26214,100,  0.31

26214,100,  0.30

26214,100,  0.32

26214,100,  0.31

26214,100,  0.31

26214,100,  0.31

26214,100,  0.30

26214,100,  0.31

26214,100,  0.31

26214,100,  0.30

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.32

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.33

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.32

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.31

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.32

26214,100,  0.29

26214,100,  0.29

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.27

26214,100,  0.28

26214,100,  0.29

26214,100,  0.30

26214,100,  0.30

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.31

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.34

26214,100,  0.30

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.29

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.27

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.28

26214,100,  0.29

26214,100,  0.27

26214,100,  0.27

26214,100,  0.27

26214,100,  0.29

26214,100,  0.29

